The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,2007,
"Why the West Rules - For Now: The Patterns of History, and What They Reveal About the Future",Ian Morris,2010,
The Dancing Wu Li Masters,Gary Zukav,1979,
Soul of a Citizen: Living with Conviction in Challenging Times,Paul Rogat Loeb,1999,
The Death of Woman Wang MMP,Jonathan Spence,1978,
Ain't No Makin' It: Aspirations and Attainment in a Low-income Neighborhood,Jay MacLeod,1987,
Last Train to Memphis,Peter Guralnick,1994,
All Over But The Shoutin',Rick Bragg,1999,
Mastering the Art of French Cooking,"Julia Child, Simone Beck, and Louisette Bertholle",1961,
We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion,2006,
The World as Will and Idea,Arthur Schopenhauer,1818,
Sybil,Flora Rheta Schreiber,1973,
Nickel And Dimed,Barbara Ehrenreich,2001,
Against Interpretation,Susan Sontag,1966,
Being and Nothingness,Jean-Paul Sartre,1943,
Becoming a Man: Half a Life Story,Paul Monette,1992,
Roosevelt and Hopkins,Robert E. Sherwood,1949,
"The Transformation of Virginia, 1740-1790",Rhys L. Isaac,1983,
The Life of Sir William Osler,Harvey Cushing,1925,
Hamilton Fish,Allan Nevins,1937,
Summer for the Gods,Edward Larson,1997,
Facts of Life,Maureen Howard,1977,
Unfinished Business,Stephen Bonsal,2004,
The War of Independence,Claude H. Van Tyne,1929,
The Flowering of New England,Van Wyck Brooks,1937,
Exploration and Empire: The Explorer and the Scientist in the Winning of the American West,William H. Goetzmann,1966,
Whitman,Emory Holloway,1927,
John Paul Jones,Samuel Eliot Morison,1959,
Huey Long,Thomas Harry Williams,1969,
A History of the Civil War,James Ford Rhodes,1918,
Origins of the Fifth Amendment,Leonard W. Levy,1968,
Roosevelt: The Soldier Of Freedom,James MacGregor Burns,1970,
The Era of Good Feelings,George Dangerfield,1952,
George Bancroft: Brahmin Rebel,Russel Blaine Nye,1945,
A History of American Magazines,Frank Luther Mott,1939,
Grant: A Biography,William S. McFeely,1981,
Lindbergh,A. Scott Berg,1989,
The Growth of American Thought,Merle Curti,1943,
Khrushchev: The Man and His Era,William Taubman,2003,
A Daughter of the Middle Border,Hamlin Garland,1922,
The Significance of Sections in American History,Frederick J. Turner,1933,
Charles W. Eliot,Henry James,1930,
Eden's Outcasts,John Matteson,2008,
Johnathan Edward,Ola Elizabeth Winslow,1941,
Weapons and Hope,Freeman Dyson,1983,
Charles Evans Hughes,Merlo J. Pusey,1951,
The Supreme Court in United States History,Charles Warren,1924,
de Kooning,Mark Stevens and Annalyn Swan,2005,
Abraham Lincoln: The War Years,Carl Sandburg,1939,
A History of the United States,Edward Channing,1926,
The Colonial Period of American History,Charles McLean Andrews,1935,
Theodore Roosevelt,Henry F. Pringle,1932,
Forgotten First Citizen: John Bigelow,Margaret Clapp,1948,
The Shock of the New,Robert Hughes,1980,
A Midwife's Tale,Laurel Thatcher Ulrich,1990,
The Soul of a New Machine,Tracy Kidder,1981,
The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,2010,
Grover Cleveland,Allan Nevins,1934,
The Measure of Man,Joseph Wood Krutch,1954,
"The Coming of the War, 1914",Bernadotte E. Schmitt,1931,
Days of Sorrow and Pain: Leo Baeck and the Berlin Jews,Leonard Baker,1978,
On Human Nature,E. O. Wilson,1979,
Fin-de-SiÃ¨cle Vienna,Carl E. Schorske,1980,
Young Men and Fire,Norman Maclean,1993,
Rough Crossings,Simon Schama,2005,
What Hath God Wrought,Daniel Walker Howe,2007,
Admiral of the Ocean Sea,Samuel Eliot Morison,1942,
The Reformation,Diarmaid MacCulloch,2003,
Eichmann in Jerusalem: A Report on the Banality of Evil,Hannah Arendt,1963,
"The Prize: The Epic Quest for Oil, Money, and Power",Daniel Yergin,1990,
Walter Lippmann and the American Century,Ronald Steel,1980,
The Founding of New England,James Truslow Adams,1921,
The Disruption of American Democracy,Roy Franklin Nichols,1948,
George Washington,Douglas Southall Freeman,1957,
Gulag: A History,Anne Applebaum,2003,
"The Impending Crisis, 1841-1867",David M. Potter,1977,
A Thousand Days,"Arthur M. Schlesinger, Jr.",1966,
Polio: An American Story,David M. Oshinsky,2005,
An American in Italy,Herbert Kubly,1955,
The Worst Hard Time,Timothy Egan,2005,
Medical Apartheid,Harriet A. Washington,2007,
Stilwell and the American Experience in China,Barbara Wertheim Tuchman,1971,
A Problem from Hell: America and the Age of Genocide,Samantha Power,2002,
Founding Brothers: The Revolutionary Generation,Joseph Ellis,2000,
Grundrisse: Foundations of the Critique of Political Economy,Karl Marx,1858,
The Denial of Death,Ernest Becker,1973,
Banks and Politics in America,Bray Hammond,1957,
Henry Adams,Ernest Samuels,1965,
Newjack: Guarding Sing Sing,Ted Conover,2001,
"Time, Love, Memory",Jonathan Weiner,1999,
Fire in the Lake,Frances FitzGerald,1972,
John Hay,Tyler Dennett,1933,
Beautiful Swimmers,William Warner,1976,
Move Your Shadow,Joseph Lelyveld,1985,
Ralph Waldo Emerson,Ralph L. Rusk,1950,
Freedom,Orlando Patterson,1991,
The American Orchestra and Theodore Thomas,Charles Edward Russell,1927,
Gotham: A History of New York City,Edwin G. Burrows,1998,
In Our Image: America's Empire in the Philippines,Stanley Karnow,1989,
In the Days of McKinley,Margaret Leech,1960,
The American Revolution: A Constitutional Interpretation,Charles Howard McIlwain,1924,
Between War and Peace: The Potsdam Conference,Herbert Feis,1960,
Ghost Wars,Steve Coll,2004,
Great River: The Rio Grande in North American History,Paul Horgan,1955,
Crusader in Crinoline,Forrest Wilson,1942,
My Experiences in the World War,John J. Pershing,1932,
The Atlantic Migration,Marcus Lee Hansen,1860,
The Autobiography of William Allen White,William Allen White,1946,
Machiavelli in Hell,Sebastian de Grazia,1989,
War Without Mercy,John W. Dower,1986,
An Army at Dawn,Rick Atkinson,2002,
Oscar Wilde,Richard Ellmann,1988,
The Broken Cord,Michael Dorris,1988,
Pinckney's Treaty,Samuel Flagg Bemis,1927,
History of the American Frontier,Frederic L. Paxson,1924,
Benjamin Franklin,Carl Van Doren,1938,
Benjamin Henry Latrobe,Talbot Faulkner Hamlin,1956,
Bad Land: An American Romance,Jonathan Raban,1996,
"American Education: The National Experience, 1783-1876",Lawrence A. Cremin,1981,
The Lion and the Throne,Catherine Drinker Bowen,1957,
Scientists Against Time,James Phinney Baxter III,1947,
Barrett Wendell and His Letters,M. A. Dewolfe Howe,1925,
The Life of John Marshall,Albert J. Beveridge,1919,
The Uprooted,Oscar Handlin,1952,
Pedlar's Progress,Odell Shepard,1938,
Arc of Justice,Kevin Boyle,2004,
A Nation under Our Feet,Steven Hahn,2003,
Munich: The Price of Peace,Telford Taylor,1979,
The Heavens and the Earth,Walter A. McDougall,1986,
American Prometheus,Kai Bird and Martin J. Sherwin,2005,
The War with Mexico,Justin H. Smith,1920,
The Victory at Sea,William Sowden Sims,1921,
The Ideological Origins of the American Revolution,Bernard Bailyn,1968,
The Visible Hand,"Alfred D. Chandler, Jr.",1977,
"Benjamin Franklin, Self-Revealed",William Cabell Bruce,1917,
The American Leonardo: The Life of Samuel F B. Morse,Carleton Mabee,1943,
Memoirs,George Frost Kennan,1968,
O Strange New World,Howard Mumford Jones,1964,
Wandering Through Winter,Edwin Way Teale,1965,
Gandhi's Truth,Erik H. Erikson,1969,
Why Survive? Being Old in America,Robert Neil Butler,1975,
Louise Bogan: A Portrait,Elizabeth Frank,1986,
Is There No Place On Earth For Me?,Susan Sheehan,1982,
Arab and Jew: Wounded Spirits in a Promised Land,David K. Shipler,1986,
Hirohito and the Making of Modern Japan,Herbert P. Bix,2000,
The Years of Extermination,Saul Friedlander,2007,
The Land Where the Blues Began,Alan Lomax,1993,
The Course of Empire,Bernard A. DeVoto,1952,
Mistress to an Age: A Life of Madame De Stael,J. Christopher Herold,1958,
Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,Sheri Fink,2013,
The Americanization of Edward Bok,Edward Bok,1921,
The Race Beat,Gene Roberts and Hank Klibanoff,2006,
Rousseau and Revolution,Will and Ariel Durant,1967,
Art and Life in America,Oliver W. Larkin,1950,
The Life of the Mind in America,Perry Miller,1965,
The Fiery Trial: Abraham Lincoln and American Slavery,Eric Foner,2010,
"The Old Northwest, Pioneer Period 1815-1840",R. Carlyle Buley,1951,
"Age of Ambition: Chasing Fortune, Truth, and Faith in the New China",Evan Osnos,2014,
The Greenback Era,Irwin Unger,1965,
Waiting for Snow in Havana: Confessions of a Cuban Boy,Carlos Eire,2003,
Washington's Crossing,David Hackett Fischer,2003,
The Unwinding: An Inner History of the New America,George Packer,2013,
God: A Biography,Jack Miles,1995,
The Rising Sun,John Toland,1970,
Freedom From Fear: The American People,David M. Kennedy,1999,
Bearing the Cross: Martin Luther King Jr. and the Southern Christian Leadership Conference,David J. Garrow,1986,
The Social Transformation of American Medicine,Paul Starr,1982,
The Problem of Slavery in Western Culture,David Brion Davis,1966,
So Human an Animal,RenÃ© Dubos,1969,
Lincoln at Gettysburg,Garry Wills,1992,
Ashes to Ashes,Richard Kluger,1996,
The Organization and Administration of the Union Army,Fred Albert Shannon,1928,
Voyagers to the West: A Passage in the Peopling of America on the Eve of the Revolution,Bernard Bailyn,1987,
The Rape of Europa,Lynn Nicholas,1995,
Toms River: A Story of Science and Salvation,Dan Fagin,2013,
Malcolm X: A Life of Reinvention,Manning Marable,2011,
Lords of Finance: The Bankers Who Broke the World,Liaquat Ahamed,2009,
"W.E.B. Dubois : Biography of a Race, 1868â€“1919",David Levering Lewis,1993,
Neither Black Nor White,Carl N. Degler,1972,
The Life and Letters of Walter H. Page,Burton J. Hendrick,1923,
Son of the Wilderness,Linnie Marsh Wolfe,1946,
Jackson Pollock: An American Saga,Steven Naifeh and Gregory White Smith,1989,
Fortunate Son: The Autobiography of Lewis B. Puller Jr.,Lewis B. Puller,1991,
From Beirut to Jerusalem,Thomas L. Friedman,1995,
Legacy of Ashes: The History of the CIA,Tim Weiner,2007,
William Cooper's Town,Alan Taylor,1995,
"Woodrow Wilson, Life and Letters",Ray Stannard Baker,1939,
Prophets of Regulation,Thomas K. McCraw,1984,
The Man From New York: John Quinn and His Friends,Benjamin Lawrence Reid,1969,
Paul Revere and the World He Lived In,Esther Forbes,1942,
A Constitutional History of the United States,Andrew C. McLaughlin,1935,
The Republican Era: 1869-1901,Leonard D. White and Jean Schneider,1959,
"The Triumphant Empire: Thunder-Clouds Gather in the West, 1763-1766",Lawrence H. Gipson,1962,
"Washington, Village and Capital, 1800-1878",Constance McLaughlin Green,1963,
The Americans: The Democratic Experience,Daniel J. Boorstin,1973,
The Dred Scott Case,Don E. Fehrenbacher,1979,
The Dead Hand: The Untold Story of the Cold War Arms Race and Its Dangerous Legacy,David Hoffman,2009,
Been in the Storm So Long,Leon F. Litwack,1979,
The Sea Around Us,Rachel Carson,1951,
Embers of War: The Fall of an Empire and the Making of America's Vietnam,Fredrik Logevall,2012,
"The Internal Enemy: Slavery and War in Virginia, 1772-1832",Alan Taylor,2013,
The Content of Our Character,Shelby Stelle,1989,
Imperial Reckoning,Caroline Elkins,2005,
Luce and His Empire,W.A. Swanberg,1973,
John C. Calhoun: American Portrait,Margaret Louise Coit,1951,
No Ordinary Time,Doris Kearns Goodwin,1995,
John Keats,Walter Jackson Bate,1964,
Man and His Symbols,Carl Gustav Jung,1964,
Edmund Pendleton 1721â€“1803,David J. Mays,1952,
Eleanor and Franklin,Joseph P. Lash,1972,
Harriet Beecher Stowe: A Life,Joan D. Hedrick,1994,
Between the World and Me,Ta-Nehisi Coates,2015,
Herman Melville,Newton Arvin,1950,
The People's Choice,Herbert Agar,1933,
Just Kids,Patti Smith,2010,
The Price of Power,Seymour M. Hersh,1982,
The Road to Reunion,Paul Herman Buck,1900,
People of Paradox,Michael Kammen,1973,
The Radicalism of the American Revolution,Gordon S. Wood,1992,
And Their Children After Them,Dale Maharidge and Michael Williamson,1989,
Carry Me Home,Diane McWhorter,2001,
Lamy of Santa Fe,Paul Horgan,1975,
John Quincy Adams and the Foundations of American Foreign Policy,Samuel Flagg Bemis,1949,
"The Launching of Modern American Science, 1846-1876",Robert V. Bruce,1987,
The Course of American Democracy,Robert V. Remini,1984,
American Lion: Andrew Jackson in the White House,Jon Matteson,2009,
The Metaphysical Club: A Story of Ideas,Louis Menand,2001,
From Immigrant to Inventor,Michael I. Pupin,1924,
The Thought and Character of William James,Ralph Barton Perry,1935,
"Woodrow Wilson, American Prophet",Arthur Walworth,1959,
"Booker T. Washington: The Wizard of Tuskegee, 1901â€“1915",Louis R. Harlan,1983,
The Life and Times of Cotton Mather,Kenneth Silverman,1984,
Mr. Clemens and Mark Twain,Justin Kaplan,1966,
Peter the Great: His Life and World,Robert K. Massie,1980,
Stamped from the Beginning: The Definitive History of Racist Ideas in America,Ibram X. Kendi,2016,
The Future Is History: How Totalitarianism Reclaimed Russia,Masha Gessen,2017,
Across the Wide Missouri,Bernard DeVoto,1947,
"O'Neill, Son and Artist",Louis Sheaffer,1974,
Charles Sumner and the Coming of the Civil War,David Donald,1961,
Sons of Mississippi,Paul Hendrickson,2002,
With Americans of Past and Present Days,Jean Jules Jusserand,1916,
Original Meanings,Jack N. Rakove,1997,
The First Tycoon: The Epic Life of Cornelius Vanderbilt,T. J. Stiles,2009,
How We Die: Reflections on Life's Final Chapter,Sherwin B. Nuland,1994,
The Most Famous Man in America,Debby Applegate,2007,
Personal History,Katharine Graham,1997,
Lenin's Tomb: The Last Days of the Soviet Empire,David Remnick,1994,
The Beak of the Finch: A Story of Evolution in Our Time,Jonathan Weiner,1994,
Annals of the Former World,John McPhee,1998,
Embracing Defeat: Japan in the Wake of World War II,John W. Dower,1999,
"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,2012,
The Dragons of Eden,Carl Sagan,1977,
The Fate of Liberty: Abraham Lincoln and Civil Liberties,"Mark E. Neely, Jr.",1991,
Puritan Village: The Formation of a New England Town,Sumner Chilton Powell,1963,
Double Fold: Libraries and the Assault on Paper,Nicholson Baker,2001,
A Civil Action,Jonathan Harr,1996,
The Life of Andrew Jackson,Marquis James,1937,
The Training of an American: The Earlier Life and Letters of Walter H. Page,Burton J. Hendrick,1928,
The Taft Story,William S. White,1955,
Vera,Stacy Schiff,2000,
W.E.B. Du Bois: The Fight for Equality and The American Century,David Levering Lewis,2001,
Julia Ward Howe,Laura E. Richards and Maud Howe Elliott,1916,
A Prince of Our Disorder: The Life of T E. Lawrence,John E. Mack,1976,
"Robert Frost: The Years of Triumph, 1915 - 1938",Lawrence Thompson,1971,
"Devil in the Grove: Thurgood Marshall, the Groveland Boys, and the Dawn of a New America",Gilbert King,2012,
Liberty's Exiles: American Loyalists in the Revolutionary World,Maya Jasanoff,2011,
The Raven,Marquis James,1930,
Into Thin Air,Jon Krakauer,1997,
Fun Home: A Family Tragicomic,Alison Bechdel,2006,
No Logo,Naomi Klein,2000,
Experience,Martin Amis,2000,
The Feminine Mystique,Betty Friedan,1963,
The God Delusion,Richard Dawkins,2006,
One Writer's Beginnings,Eudora Welty,1983,
The 9/11 Commission Report,9/11 Commission,2004,
Travels in the Interior Districts of Africa,Mungo Park,1795,
The Rest is Noise,Alex Ross,2007,
The Consolation of Philosophy,Boethius,524,
Canon of Medicine,Avicenna,1025,
Atlas,Gerardus Mercator,1585,
Catiline Orations,Marcus Tullius Cicero,-63,
Scepticism and Animal Faith,George Santayana,1923,
Kama Sutra,Vatsyayana,200,
The Age of Reason,Thomas Paine,1794,
Biographia Literaria,Samuel Taylor Coleridge,1817,
"A Testament of Hope: The Essential Writings and Speeches of Martin Luther King, Jr.",Martin Luther King,1986,
Meditations on First Philosophy,Rene Descartes,1641,
Essays of Henry David Thoreau,Henry David Thoreau,1862,
The Sickness Unto Death,Soren Kierkegaard,1849,
A Short History Of Nearly Everything,Bill Bryson,2003,
A Childhood: The Biography of a Place,Harry Crews,1978,
Pictures At A Revolution,Mark Harris,2008,
Fast Food Nation,Eric Schlosser,2001,
The Road to Oxiana,Robert Byron,1937,
Down and Out in Paris and London,George Orwell,1933,
And the Band Played On,Randy Shilts,1987,
Rising Tide,John Barry,1997,
Reflections on the Revolution in France,Edmund Burke,1790,
The American Way of Death,Jessica Mitford,1963,
How to Win Friends and Influence People,Dale Carnegie,1936,
An Essay on the Principle of Population,Thomas Robert Malthus,1798,
A Treatise of Human Nature,David Hume,1739,
Syntactic Structures,Noam Chomsky,1957,
The Common Sense Book of Baby and Child Care,Benjamin Spock,1946,
Untold Stories,Alan Bennett,2005,
Ten Days That Shook the World,John Reed,1919,
Beyond Freedom and Dignity,B.F. Skinner,1971,
Cybernetics,Norbert Wiener,1950,
I and Thou,Martin Buber,1923,
Mountains Beyond Mountains: One doctor's quest to heal the world,Tracy Kidder,2003,
The Meaning of Hitler,Sebastian Haffner,1978,
When Breath Becomes Air,Paul Kalanithi,2016,
The Other Education: What you should know about the natural sciences,Ernst Peter Fischer,2001,
The Clash of Civilizations,Samuel P. Huntington,1996,
Crusade and Jihad: Islam and the Christian World,Bassam Tibi,2001,
The Story of Art,E. H. Gombrich,1950,
The Songlines,Bruce Chatwin,1987,
An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,2006,
"The Theory of Economic Development: An Inquiry into Profits, Capital, Credit, Interest, and the Business Cycle",Joseph A. Schumpeter,1911,
Desert Flower,"Waris Dirie, Cathleen Miller",1998,
Bury My Heart at Wounded Knee,Dee Alexander Brown,1970,
Guerrilla Warfare,Che Guevara,1961,
"Brother, I'm Dying",Edwidge Danticat,2007,
German History 1800 to 1918,Thomas Nipperdey,1983,
Journals,Meriwether Lewis and William Clark,1814,
"Wind, Sand and Stars",Antoine de Saint-Exupery,1940,
The Exploration of the Colorado River,John Wesley Powell,1875,
Arabian Sands,Wilfred Thesiger,1959,
Annapurna,Maurice Herzog,1951,
Payback: Debt and the Shadow Side of Wealth,Margaret Atwood,2008,
Travels,Marco Polo,1298,
Farthest North,Fridtjof Nansen,1898,
Two Years Before the Mast,Richard Henry Dana,1840,
The Mind of the South,W.J. Cash,1929,
South,Ernest Shackleton,1919,
A Short Walk in the Hindu Kush,Eric Newby,1958,
Kon-Tiki,Thor Heyerdahl,1951,
Travels in West Africa,Mary Kingsley,1897,
Journals (Cook),James Cook,1779,
Home of the Blizzard,Douglas Mawson,1912,
Bad Blood,Lorna Sage,2001,
Sailing Alone Around the World,Joshua Slocum,1899,
A Wilderness Narrative,David Roberts,1970,
Naked,David Sedaris,1997,
The Mountain of My Fear,David Roberts,1968,
First Footsteps in East Africa,Richard Burton,1856,
Survival In Auschwitz,Primo Levi,1946,
The Perfect Storm,Sebastian Junger,1997,
The Oregon Trail,Francis Parkman,1847,
Blankets,Craig Thompson,2003,
Through the Dark Continent,Henry M. Stanley,1878,
Chronicles: Volume One,Bob Dylan,2004,
A Lady's Life in the Rocky Mountains,Isabella L. Bird,1879,
In the Land of White Death,Valerian Albanov,1917,
Seabiscuit,Laura Hillenbrand,2001,
Endurance,F.A. Worsley,1931,
Scrambles Amongst the Alps,Edward Whymper,1871,
Scott's Last Expedition: The Journals,Robert Falcon Scott,1913,
Everest: The West Ridge,Thomas Hornbein,1965,
Journey Without Maps,Graham Greene,1936,
Killers of the Dream,Lillian Smith,1949,
Starlight and Storm,Gaston RÃ©buffat,1954,
My First Summer in the Sierra,John Muir,1911,
My Life as an Explorer,Sven Hedin,1925,
Borrowed Time,Paul Monette,1988,
In Trouble Again,Redmond O'Hanlon,1988,
Praying for Sheetrock,Melissa Fay Greene,1991,
The Man Who Walked Through Time,Colin Fletcher,1968,
K2 The Savage Mountain,Charles Houston and Robert Bates,1954,
Gipsy Moth Circles the World,Francis Chichester,1967,
Man-Eaters of Kumaon,Jim Corbett,1944,
Alone,Richard Byrd,1938,
Stranger in the Forest,Eric Hansen,1988,
Travels in Arabia Deserta,Charles M. Doughty,1888,
The Royal Road to Romance,Richard Halliburton,1925,
The Long Walk,Slavomir Rawicz,1956,
Mountaineering in the Sierra Nevada,Clarence King,1872,
North Toward Home,Willie Morris,1967,
Imperial Life in the Emerald City,Rajiv Chandrasekaran,2006,
The Glass Castle,Jeannette Walls,2005,
My Journey to Lhasa,Alexandra David-Neel,1927,
Journal of the Discovery of the Source of the Nile,John Hanning Speke,1863,
Running the Amazon,Joe Kane,1989,
Alive,Piers Paul Read,1974,
The Principal Navigations,Richard Hakluyt,1582,
Moondust: In Search of the Men Who Fell to Earth,Andrew Smith,2005,
Collapse,Jared Diamond,2005,
Incidents of Travel in Yucatan,John Lloyd,1843,
Shipwreck of the Whaleship Essex,Owen Chase,1821,
Mystery and Manners,Flannery O'Connor,1969,
The Blank Slate,Steven Pinker,2002,
Writing Degree Zero,Roland Barthes,1953,
My Life As an Explorer (Amundsen),Roald Amundsen,1927,
News from Tartary,Peter Fleming,1936,
Annapurna: A Woman's Place,Arlene Blum,1980,
Peeling the Onion,Gunter Grass,2006,
Mutiny on the Bounty,William Bligh,1790,
The Order of Things,Michel Foucault,1966,
Adrift,Steven Callahan,1986,
Incidents in the Life of a Slave Girl,Harriet Jacobs,1861,
Lanterns on the Levee,William Alexander Percy,1941,
Salvation on Sand Mountain,Dennis Covington,1996,
Castaways,Alvar Nunez Cabeza de Vaca,1542,
Touching the Void,Joe Simpson,1989,
Tracks,Robyn Davidson,1980,
The Adventures of Captain Bonneville,Washington Irving,1837,
Cooper's Creek,Alan Moorehead,1963,
The Fearful Void,Geoffrey Moorhouse,1974,
Friday Night Lights,H.G. Bissinger,2004,
No Picnic on Mount Kenya,Felice Benuzzi,1948,
Through the Brazilian Wilderness,Theodore Roosevelt,1914,
England in Particular,Sue Clifford and Angela King,2006,
Ecrits: The First Complete Edition in English,Jacques Lacan,1966,
Minus 148,Art Davidson,1969,
The Theater and Its Double,Antonin Artaud,1938,
Giving up the Ghost,Hilary Mantel,2003,
Travels (Ibn Battuta),Ibn Battuta,1354,
"Eat, Pray, Love",Elizabeth Gilbert,2006,
Jaguars Ripped My Flesh,Tim Cahill,1987,
Journal of a Trapper,Osborne Russell,1914,
Full Tilt,Dervla Murphy,1965,
I'll Take My Stand,Twelve Southerners,1930,
Let's Talk About Love,Carl Wilson,2007,
Terra Incognita,Sara Wheeler,1996,
Fatal Purity: Robespierre and the French Revolution,Ruth Scurr,2006,
We Die Alone,David Howarth,1943,
An Evil Cradling,Brian Keenan,1991,
Kabloona,Gontran de Poncins,1941,
Conquistadors of the Useless,Lionel Terray,1961,
Carrying the Fire,Michael Collins,1974,
Blue Like Jazz,Donald Miller,2003,
My Father and other Working-Class Football Heroes,Gary Imlac,2005,
Adventures in the Wilderness,William H. H. Murray,1869,
The Burder of Southern History,C. Vann Woodward,1993,
The Message In the Bottle,Walker Percy,1975,
The Ascent of Money: A Financial History of the World,Niall Ferguson,2008,
The Mountains of My Life,Walter Bonatti,1998,
Great Heart,James West Davidson and John Rugge,1988,
Maximum City: Bombay Lost and Found,Suketu Mehta,2004,
This Republic of Suffering: Death and the American Civil War,Drew Gilpin Faust,2008,
Comfort Me with Apples,Ruth Reichl,2001,
Journal of the Voyage to the Pacific,Alexander Mackenzie,1801,
Random Family,Adrian Nicole LeBlanc,2003,
The Valleys of the Assassins,Freya Stark,1934,
"Berlin: The Downfall, 1945",Antony Beevor,2002,
The Silent World,Jacques Cousteau,1953,
Alaska Wilderness,Robert Marshall,1956,
"Letters and Notes on the Manners, Customs, and Conditions of the North American Indians",George Catlin,1841,
The Earl of Louisiana,A.J. Liebling,1970,
Origins of the New South,C. Vann Woodward,1951,
I Married Adventure,Osa Johnson,1940,
The Descent of Pierre Saint-Martin,Norbert Casteret,1954,
Killing Yourself to Live,Chuck Klosterman,2005,
The Crystal Horizon,Reinhold Messner,1982,
The Predators' Ball,Connie Bruck,1988,
Narrative of a Journey Across the Rocky Mountains to the Columbia River,John Kirk Townsend,1839,
Grizzly Years,Doug Peacock,1990,
One Man's Mountains,Tom Patey,1971,
America,John Stewart,2004,
A Book of Mediterranean Food,Elizabeth David,1950,
The Wisdom Of Crowds,James Surowiecki,2004,
Nixonland,Rick Perlstein,2008,
Nothing to be Frightened Of,Julian Barnes,2008,
Phenomenology of Mind,G. W. F. Hegel,1807,
Crazy Salad: Some Things about Women,Nora Ephron,1975,
The True Believer,Eric Hoffer,1951,
The Raw and the Cooked,Claude Levi-Strauss,1969,
The Guide for the Perplexed,Moses Maimonides,1190,
The School and the Child,John Dewey,1906,
The Crack-Up,F. Scott Fitzgerald,1945,
The Nude: A Study in Ideal Form,Kenneth Clark,1956,
Grief Observed,C. S. Lewis,1961,
Surrealist Manifesto,Andre Breton,1924,
Treatise on Electricity and Magnetism,James Clerk Maxwell,1873,
First Principles,Herbert Spencer,1862,
My Life in France,Julia Child,2006,
"Memories, Dreams, Reflections",Carl Jung,1963,
For the Union Dead,Robert Lowell,1964,
The Economic Consequences of the Peace,John Maynard Keynes,1919,
Brief Lives,John Aubrey,1898,
Personal Memoirs of Ulysses S. Grant,U. S. Grant,1885,
Ever Since Darwin: Reflections in Natural History,Stephen Jay Gould,1977,
Beelzebub's Tales to His Grandson,George Ivanovitch Gurdjieff,1950,
The Empathy Exams: Essays,Leslie Jamison,2014,
Just Mercy,Bryan Stevenson,2014,
The Power Elite,C. Wright Mills,1956,
Enthusiasms,Bernard Levin,1983,
Awakenings,Oliver Sacks,1973,
The life and letters of Benjamin Franklin,Benjamin Franklin,1790,
De Profundis,Oscar Wilde,1905,
"Invisible Man, Got the Whole World Watching",Mychal Denzel Smith,2016,
A Treatise Concerning the Principles of Human Knowledge,George Berkeley,1710,
Art and Culture: Critical Essays,Clement Greenberg,1961,
Tales from Shakespeare,"Charles Lamb, Mary Lamb",1807,
The Lost City of Z,David Grann,2009,
The Logic of Scientific Discovery,Karl Popper,1934,
The Paris Review Interviews,Paris Review,2003,
The Faraway Nearby,Rebecca Solnit,2013,
Coming into the Country,John McPhee,1976,
Allegorical Expositions of the Holy Laws,Philo of Alexandria,50,
The Big Sea,Langston Hughes,1940,
The Joy of Sex,Alex Comfort,1972,
The Mind and Society,Vilfredo Pareto,1916,
The Writer on Her Work,Janet Sternburg,1980,
Looking at Dance,Edwin Denby,1972,
The Engineering of Consent,Edward Bernays,1947,
Symposium,Plato,-370,
War Is a Force that Gives Us Meaning,Chris Hedges,2002,
Enemies of Promise,Cyril Connolly,1938,
Uncertainty Principle,Werner Heisenberg,1935,
Conditioned Reflexes,Ivan Pavlov,1927,
Superfiction,Joe David Bellamy,1975,
Travels with Charley,John Steinbeck,1962,
March: Book One,"John Lewis, Andrew Aydin",2013,
Study of Organic Inferiority and Its Physical Compensation: A Contribution to Clinical Medicine,Alfred Adler,1917,
The Diary of Samuel Pepys,Samuel Pepys,1660,
"Our Bodies, Ourselves","Our Bodies, Ourselves",1973,
Recollected Essays,Wendell Berry,1981,
How to Cook a Wolf,M. F. K. Fisher,1942,
The Uses of Literacy,Richard Hoggart,1957,
Outlines of Pyrrhonism,Sextus Empiricus,175,
The Works of Archimedes,Archimedes,-212,
Coleridge: Early Visions,Richard Holmes,1989,
The Great Tradition,F. R. Leavis,1948,
The Anatomy of Melancholy,Robert Burton,1621,
In Search of Our Mothers' Gardens: Prose,Alice Walker,1983,
Reliable Essays: The Best of Clive James,Clive James,2001,
The Confessions of Nat Turner,"Nat Turner, Thomas R. Gray",1831,
The World Within the Word,William H. Gass,1978,
Infidel,Ayaan Hirsi Ali,2007,
Great Plains,Ian Frazier,1989,
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson,2000,
Wonderful Adventures of Mrs. Seacole in Many Lands: Top Crime Story,Mary Seacole,1857,
Pulphead: Essays,John Jeremiah Sullivan,2011,
Self-Consciousness,John Updike,1989,
The Natural History and Antiquities of Selborne,Gilbert White,1813,
